CampaignID,CampaignName,Region,Industry,Spend,Impressions,Clicks,Conversions,Revenue,ROI
336,Content Marketing,Europe,Automotive,32931.73,252188,8363,1520,70473.9022,1.14
337,Influencer Marketing,Oceania,Retail,16388.98,386047,14620,1918,16388.98,0
338,TV Commercials,Africa,Healthcare,13461.78,863823,11974,181,14000.2512,0.022478413
339,Search Engine Ads,Asia,Finance,41143.5,247501,14179,1983,53075.115,0.29
340,Search Engine Ads,North America,Automotive,44111.27,941298,17182,283,74106.9336,0.68
341,TV Commercials,Europe,Retail,26746.31,330146,7343,268,55364.8617,0.702203179
342,Search Engine Ads,South America,Tech,12972.66,307675,9118,1168,28799.3052,1.22
343,TV Commercials,Asia,Retail,6534.22,718175,16832,1716,13068.44,0.744504595
344,Email Marketing,Asia,Retail,5271.79,539274,12200,1755,12546.8602,1.38
345,TV Commercials,North America,Healthcare,36234.79,828730,16791,1781,74643.6674,0.624412824
346,Radio Ads,Oceania,Finance,21585.82,273625,19900,431,28493.2824,0.32
347,TV Commercials,South America,Tech,45362.63,852840,4920,1454,56703.2875,0.19723206
348,Search Engine Ads,Africa,Education,37243.89,210339,11101,1219,73742.9022,0.98
349,Content Marketing,Asia,Education,10371.76,656238,14007,1962,11720.0888,0.13
350,Radio Ads,North America,Retail,31075.09,944339,11769,373,29832.0864,-0.04
351,Search Engine Ads,Africa,Healthcare,22339.77,135355,16016,1988,37977.609,0.7
352,Social Media Ads,Oceania,Healthcare,29285.24,37798,10978,1640,64427.528,1.2
353,Social Media Ads,South America,Education,37165.39,625937,3085,387,36050.4283,-0.03
354,Content Marketing,Oceania,Tech,40503.6,337031,8212,1556,87082.74,1.15
355,Content Marketing,Asia,Finance,42343.13,29477,8567,589,92308.0234,1.18
356,Radio Ads,Africa,Tech,13444.77,420482,19031,900,21780.5274,0.62
357,Email Marketing,Africa,Automotive,2524.66,227400,436,731,2272.194,-0.1
358,Content Marketing,Africa,Automotive,37225.44,227060,10265,1229,40947.984,0.1
359,Social Media Ads,Asia,Finance,6210.84,399959,19463,890,12421.68,1
360,TV Commercials,Asia,Education,16431.06,971030,12868,1131,33026.4306,0.601977188
361,Search Engine Ads,Oceania,Finance,1187.04,521181,4068,614,2765.8032,1.33
362,Social Media Ads,Europe,Healthcare,34401.8,517831,1010,31,61579.222,0.79
363,Social Media Ads,Oceania,Automotive,9189.47,923858,18480,1483,9281.3647,0.01
364,Email Marketing,South America,Retail,33108.84,415105,15732,1205,33439.9284,0.01
365,Radio Ads,North America,Retail,49595.39,296479,16379,392,100678.6417,1.03
366,Radio Ads,Africa,Education,4560.87,938758,3229,143,5062.5657,0.11
367,Billboards,Europe,Healthcare,4776.82,358754,5547,1459,6496.4752,0.36
368,Email Marketing,North America,Tech,17678.62,283586,6229,1058,28816.1506,0.63
369,TV Commercials,Europe,Healthcare,43452.94,842721,5950,512,36500.4696,-0.101756838
370,Radio Ads,Oceania,Retail,11560.96,850179,7546,1218,14104.3712,0.22
371,Search Engine Ads,Asia,Retail,18658.51,833759,12049,1118,27801.1799,0.49
372,Content Marketing,Africa,Automotive,4356.76,943703,8619,1600,5576.6528,0.28
373,Email Marketing,Oceania,Healthcare,38394.61,344971,414,1796,39546.4483,0.03
374,Content Marketing,North America,Healthcare,21007.01,640752,11837,153,42854.3004,1.04
375,Social Media Ads,North America,Retail,38203.19,141184,1234,1896,83282.9542,1.18
376,Search Engine Ads,North America,Tech,45276.78,97051,11038,1943,56143.2072,0.24
377,Search Engine Ads,North America,Education,12405.39,160653,15688,1712,26299.4268,1.12
378,Social Media Ads,North America,Education,40562.41,255300,8447,1445,59221.1186,0.46
379,Email Marketing,Europe,Healthcare,3895.6,594010,5692,233,6466.696,0.66
380,Social Media Ads,Oceania,Education,45043.52,102036,18208,229,101798.3552,1.26
381,Content Marketing,Africa,Retail,32887.66,762922,19827,188,68077.4562,1.07
382,Billboards,Asia,Retail,43837.11,157595,17370,1664,95126.5287,1.17
383,Search Engine Ads,Asia,Healthcare,1009.23,863392,11097,442,1039.5069,0.03
384,Influencer Marketing,Oceania,Healthcare,9284.97,782997,821,274,8542.1724,-0.138404687
385,Influencer Marketing,Oceania,Automotive,20098.21,291696,9204,963,46627.8472,1.990014971
386,Content Marketing,Asia,Healthcare,19595.64,526612,19841,438,28609.6344,0.46
387,TV Commercials,Asia,Tech,12109.79,151880,970,1695,15621.6291,0.208167335
388,Radio Ads,Europe,Education,19698.99,245419,6851,425,39988.9497,1.03
389,Social Media Ads,South America,Healthcare,7313.59,164692,16981,1486,16236.1698,1.22
390,Social Media Ads,Africa,Finance,21225.3,273031,1856,736,48181.431,1.27
391,TV Commercials,North America,Automotive,40315.36,303946,1217,206,54022.5824,0.223831731
392,TV Commercials,South America,Finance,24474.43,619312,11701,1587,55067.4675,0.834040363
393,Content Marketing,Oceania,Retail,1882,498765,2928,1086,1637.34,-0.13
394,Content Marketing,Asia,Education,21650.76,780097,15096,489,19052.6688,-0.12
395,TV Commercials,South America,Healthcare,2331.58,652927,18131,1476,4336.7388,0.457416603
396,Search Engine Ads,Africa,Finance,48345.93,914680,13978,1363,43994.7963,-0.09
397,Content Marketing,Oceania,Education,7245.24,616226,7092,1284,9781.074,0.35
398,Billboards,North America,Retail,35676.73,227813,13878,1840,69212.8562,0.94
399,Content Marketing,North America,Tech,48666.04,786388,6871,899,66672.4748,0.37
400,Social Media Ads,Africa,Automotive,41475.91,394890,16626,1816,46038.2601,0.11
401,Content Marketing,Africa,Education,35266.45,822481,19245,934,45141.056,0.28
402,Search Engine Ads,Asia,Education,42133.58,349933,3535,132,66571.0564,0.58
403,TV Commercials,North America,Tech,49108.14,618814,6722,1912,79064.1054,0.320007966
404,Social Media Ads,Oceania,Education,31445.88,411062,12952,1420,66979.7244,1.13
405,Content Marketing,South America,Retail,28400.06,493779,14906,1372,59072.1248,1.08
406,Search Engine Ads,Oceania,Retail,31783.67,507952,10723,787,50218.1986,0.58
407,Billboards,Europe,Tech,27101.12,580508,1948,357,60706.5088,1.24
408,Content Marketing,Europe,Automotive,32119.37,842595,2796,38,31798.1763,-0.01
409,Search Engine Ads,Africa,Healthcare,23042.27,406981,1817,984,28341.9921,0.23
410,Billboards,Asia,Finance,11703.72,389270,19556,44,25865.2212,1.21
411,TV Commercials,Europe,Healthcare,6892.11,877918,9359,1551,9924.6384,0.316493366
412,Content Marketing,North America,Education,4348.71,972774,2886,1429,10741.3137,1.47
413,Billboards,Oceania,Finance,13902.47,85277,14254,632,22104.9273,0.59
414,Social Media Ads,Oceania,Tech,3260.05,529570,13509,1327,7009.1075,1.15
415,TV Commercials,Africa,Tech,28791.37,493455,3891,598,42611.2276,0.310456214
416,Social Media Ads,South America,Automotive,14907.59,900677,3971,1382,22659.5368,0.52
417,Influencer Marketing,Africa,Finance,41402.21,132332,1906,1180,60033.2045,0.776770658
418,Email Marketing,South America,Retail,4637.8,244231,17988,1100,9368.356,1.02
419,Content Marketing,Africa,Finance,12091.22,557219,19792,913,20917.8106,0.73
420,Billboards,Africa,Education,36782.06,99116,13404,529,88276.944,1.4
421,Email Marketing,Africa,Retail,30341.61,261671,18174,131,37320.1803,0.23
422,Email Marketing,South America,Tech,4160.07,852065,15649,349,4035.2679,-0.03
423,Billboards,South America,Finance,43984.73,483918,3403,184,64657.5531,0.47
424,TV Commercials,Africa,Healthcare,43985.83,586201,19597,1933,81373.7855,0.471808849
425,Content Marketing,Europe,Automotive,17189.99,784504,16161,1724,38849.3774,1.26
426,Influencer Marketing,Asia,Healthcare,17679.89,629064,15298,606,24575.0471,0.779655635
427,Social Media Ads,Asia,Automotive,49462.39,35991,17988,460,94473.1649,0.91
428,Search Engine Ads,Asia,Education,31682.63,524265,10755,566,44355.682,0.4
429,Social Media Ads,South America,Healthcare,27034.51,720205,9024,1169,50013.8435,0.85
430,Search Engine Ads,South America,Finance,42069.46,638380,10040,1888,96759.758,1.3
431,Social Media Ads,Europe,Finance,14979.23,239577,4024,1049,17825.2837,0.19
432,Billboards,Asia,Healthcare,22029.95,720672,9883,1366,32824.6255,0.49
433,Influencer Marketing,Asia,Finance,14121.06,413777,4585,1228,35161.4394,2.957233895
434,Content Marketing,Africa,Education,39668.88,944405,12729,1529,90445.0464,1.28
435,Search Engine Ads,South America,Retail,29094.12,771401,13333,18,51205.6512,0.76
436,Content Marketing,Asia,Education,33282.43,105556,13001,1861,55914.4824,0.68
437,Content Marketing,Oceania,Automotive,13363.06,859307,291,343,17104.7168,0.28
438,Content Marketing,Europe,Education,11791.04,166989,5017,1366,19808.9472,0.68
439,Radio Ads,Oceania,Automotive,24930.36,334264,5931,1026,55844.0064,1.24
440,TV Commercials,Oceania,Finance,37140.72,405204,10260,336,72795.8112,0.622140574
441,Social Media Ads,Europe,Retail,26736.75,516961,13782,24,34490.4075,0.29
442,Content Marketing,Oceania,Finance,2599.64,906473,12491,848,2963.5896,0.14
443,Social Media Ads,Asia,Tech,43559.02,662755,1974,1647,54448.775,0.25
444,Content Marketing,South America,Finance,4169.66,530616,9162,235,4544.9294,0.09
445,Search Engine Ads,Europe,Automotive,47835.4,417472,4863,1458,45921.984,-0.04
446,TV Commercials,Africa,Finance,2231.96,390634,10334,1823,3370.2596,0.271841285
447,TV Commercials,Oceania,Finance,35028.07,753088,9321,1441,34677.7893,-0.006150164
448,Billboards,Europe,Retail,5028.15,660443,11510,122,5480.6835,0.09
449,Radio Ads,North America,Finance,45623.15,300374,14619,1461,78928.0495,0.73
450,Billboards,North America,Retail,23757.23,508682,1151,10,25657.8084,0.08
451,Billboards,South America,Healthcare,7738.66,69778,12325,275,7042.1806,-0.09
452,Billboards,Asia,Tech,17699.97,55833,9865,1524,23717.9598,0.34
453,Billboards,South America,Retail,9076.41,819057,11482,1241,10619.3997,0.17
454,Billboards,South America,Automotive,9358.51,566376,12680,1655,15722.2968,0.68
455,Influencer Marketing,South America,Healthcare,47457.31,745010,12089,1745,46033.5907,-0.058673868
456,TV Commercials,South America,Retail,22817.06,968671,12039,961,47459.4848,0.825170133
457,Billboards,Africa,Retail,39651.31,376081,18589,1402,92784.0654,1.34
458,Content Marketing,Africa,Tech,32340.67,474507,407,315,66621.7802,1.06
459,TV Commercials,Europe,Automotive,34144.89,206375,3459,21,58387.7619,0.487178608
460,TV Commercials,North America,Education,7452.98,86361,3276,1378,16843.7348,0.871296325
461,Email Marketing,South America,Education,12475.04,360373,1351,1498,24700.5792,0.98
462,Influencer Marketing,Europe,Retail,39550.77,145189,5466,1733,32431.6314,-0.3585707
463,Billboards,North America,Finance,48567.54,624553,18001,1699,71394.2838,0.47
464,Social Media Ads,Oceania,Automotive,13871.11,532154,6326,1527,31209.9975,1.25
465,Search Engine Ads,Asia,Healthcare,14306.87,632006,14430,1401,19886.5493,0.39
466,Radio Ads,Africa,Finance,24171.96,332854,4991,1879,20787.8856,-0.14
467,Content Marketing,Oceania,Finance,49208.18,629164,5092,946,101860.9326,1.07
468,Social Media Ads,North America,Automotive,14178.99,994558,2061,429,30626.6184,1.16
469,Influencer Marketing,Oceania,Retail,20941.62,40949,12597,898,22407.5334,0.126838583
470,Search Engine Ads,Asia,Retail,44682.52,950051,19347,1824,76407.1092,0.71
471,Influencer Marketing,North America,Retail,1143.13,747242,10948,180,1291.7369,0.252928052
472,Content Marketing,Oceania,Retail,2948.53,864568,13355,143,5956.0306,1.02
473,TV Commercials,Africa,Education,30599.51,121541,4667,974,38555.3826,0.207499097
474,Search Engine Ads,Africa,Retail,45461.63,729979,16179,1460,60918.5842,0.34
475,TV Commercials,Europe,Education,12703.98,71842,6613,1058,28456.9152,0.870223696
476,Content Marketing,Oceania,Education,24012.45,498019,15335,1563,38660.0445,0.61
477,Social Media Ads,South America,Retail,23072.8,242930,11855,1223,44761.232,0.94
478,Content Marketing,Oceania,Tech,24175.6,299134,11251,1174,35779.888,0.48
479,Social Media Ads,North America,Healthcare,31503.47,681553,16667,1588,41269.5457,0.31
480,Search Engine Ads,North America,Finance,24017.44,302253,3458,1879,44672.4384,0.86
481,Search Engine Ads,Oceania,Education,22925.94,140356,9690,1829,24301.4964,0.06
482,Billboards,Asia,Automotive,24240.13,946737,11088,667,34663.3859,0.43
483,Influencer Marketing,Africa,Automotive,29952.5,778917,7778,1348,34744.9,0.263017475
484,Billboards,North America,Healthcare,27313.37,747090,5798,1477,54080.4726,0.98
485,Influencer Marketing,Africa,Automotive,42852.66,924565,1373,1352,103274.9106,2.164421544
486,Billboards,North America,Tech,3425.35,699870,11341,1474,8529.1215,1.49
487,TV Commercials,Europe,Automotive,41832.54,797738,17580,1125,65677.0878,0.409816922
488,Search Engine Ads,South America,Finance,42352.31,13849,9597,188,52093.3413,0.23
489,Social Media Ads,North America,Finance,14960.49,22360,9207,1089,23188.7595,0.55
490,Influencer Marketing,Africa,Education,23679.75,383216,11373,1188,53042.64,2.246999085
491,Content Marketing,Europe,Retail,22488.39,787567,8102,1705,25861.6485,0.15
492,Influencer Marketing,North America,Tech,11706.98,629055,4347,120,28330.8916,2.666925849
493,Social Media Ads,Asia,Education,20443.05,271445,9320,146,28211.409,0.38
494,Billboards,South America,Tech,3175,711160,19838,241,7874,1.48
495,Influencer Marketing,North America,Retail,14613.28,531658,10803,1001,32587.6144,2.347978158
496,Radio Ads,Europe,Automotive,41017.43,440179,15572,477,89007.8231,1.17
497,TV Commercials,Asia,Automotive,14943.55,64330,16754,741,20024.357,0.207677899
498,Search Engine Ads,Oceania,Retail,41092.13,61707,17670,490,33284.6253,-0.19
499,Social Media Ads,Europe,Education,27048.37,290833,12492,1101,39220.1365,0.45
500,Search Engine Ads,Europe,Retail,44113.27,563372,12056,823,57788.3837,0.31
501,Radio Ads,Asia,Healthcare,29164.2,50387,15741,1282,25081.212,-0.14
502,Influencer Marketing,Europe,Finance,2453.74,871248,14098,1003,4073.2084,1.140512844
503,Influencer Marketing,Asia,Education,34095.59,536930,6405,332,50802.4291,0.832454471
504,Content Marketing,North America,Tech,3197.82,838569,18882,931,6011.9016,0.88
505,Radio Ads,Asia,Healthcare,23079.25,483048,12821,913,42927.405,0.86
506,Social Media Ads,Asia,Education,46541.91,196633,7095,1551,47007.3291,0.01
507,Content Marketing,South America,Retail,9094.99,858692,12527,1825,22373.6754,1.46
508,TV Commercials,Asia,Retail,20103.75,680798,13882,1465,22516.2,0.074022577
509,Content Marketing,Asia,Retail,36763.16,844874,2330,1520,57350.5296,0.56
510,Email Marketing,Oceania,Retail,44230.67,899493,6611,615,72095.9921,0.63
511,Social Media Ads,North America,Tech,33876.21,406210,16612,438,73850.1378,1.18
512,Email Marketing,South America,Healthcare,13650.49,788799,9561,1302,13240.9753,-0.03
513,Radio Ads,Oceania,Automotive,34055.78,397988,4865,1742,52105.3434,0.53
514,Billboards,Africa,Finance,15539.65,371719,13372,1570,29059.1455,0.87
515,Email Marketing,North America,Tech,36203.03,798245,5652,157,42357.5451,0.17
516,TV Commercials,North America,Tech,47747.62,889459,727,1151,89288.0494,0.486941948
517,Content Marketing,Africa,Automotive,36348.28,919921,12089,859,86145.4236,1.37
518,Billboards,Asia,Automotive,43281.14,94381,13880,376,108202.85,1.5
519,Content Marketing,Oceania,Finance,1103.09,784168,6689,859,948.6574,-0.14
520,Email Marketing,Europe,Finance,36161.03,851708,2144,1099,43393.236,0.2
521,Content Marketing,South America,Automotive,41649.79,837675,13271,822,55394.2207,0.33
522,Radio Ads,Europe,Retail,2987.38,203984,18825,1403,4421.3224,0.48
523,Billboards,Africa,Tech,43708.29,70272,5984,184,52887.0309,0.21
524,Radio Ads,North America,Education,13578.02,505916,8285,1864,15614.723,0.15
525,Email Marketing,North America,Finance,33599.31,707411,349,597,81310.3302,1.42
526,Radio Ads,South America,Finance,40217.39,748096,19409,504,94913.0404,1.36
527,TV Commercials,North America,Automotive,33470.56,263091,17458,982,29454.0928,-0.078781625
528,Email Marketing,North America,Healthcare,5521.95,862050,9275,1147,7620.291,0.38
529,Email Marketing,South America,Education,30219.75,274064,16360,1144,45027.4275,0.49
530,Email Marketing,Oceania,Education,27929.6,116121,2772,1794,33794.816,0.21
531,Social Media Ads,Oceania,Finance,45115.74,480435,7379,1472,84366.4338,0.87
532,Content Marketing,South America,Retail,20807.75,611160,8762,1748,39326.6475,0.89
533,Social Media Ads,Africa,Healthcare,16732.97,877564,2087,1180,37649.1825,1.25
534,Social Media Ads,North America,Education,37742.69,274237,16574,44,77749.9414,1.06
535,TV Commercials,North America,Finance,21221.09,285049,13048,1008,36500.2748,0.551970536
536,Billboards,Africa,Education,32658.71,656047,13126,1342,62378.1361,0.91
537,Content Marketing,Oceania,Healthcare,32676.05,427567,2873,547,41498.5835,0.27
538,Radio Ads,Asia,Healthcare,44513.91,303125,13259,759,80570.1771,0.81
539,Influencer Marketing,Asia,Tech,30335.93,870335,9978,1047,49447.5659,1.191215165
540,Email Marketing,Asia,Automotive,25605.53,867253,10278,383,26373.6959,0.03
541,Radio Ads,Oceania,Automotive,7804.69,381344,10477,566,9443.6749,0.21
542,Email Marketing,Oceania,Finance,6671.14,92289,7447,1461,8672.482,0.3
543,TV Commercials,Africa,Healthcare,8561.76,650794,1108,1761,20291.3712,0.691292651
544,Email Marketing,North America,Tech,9420.58,612801,3883,242,11210.4902,0.19
545,Social Media Ads,Africa,Tech,32255.98,423090,4398,714,41610.2142,0.29
546,Content Marketing,Africa,Education,37308.08,716291,4768,572,53350.5544,0.43
547,Influencer Marketing,Oceania,Education,26969.58,410890,2152,948,52051.2894,1.646452238
548,Search Engine Ads,Asia,Tech,41621.87,322660,1816,896,41621.87,0
549,Email Marketing,Europe,Education,49571.9,269480,410,735,119963.998,1.42
550,Radio Ads,North America,Healthcare,41180.62,796331,14491,1696,93480.0074,1.27
551,Social Media Ads,Oceania,Retail,35049.24,726046,1360,1473,62387.6472,0.78
552,Search Engine Ads,Asia,Healthcare,27092.14,498067,13257,1535,52829.673,0.95
553,Influencer Marketing,Europe,Tech,22993.8,341356,11560,1308,19084.854,-0.284169778
554,Search Engine Ads,Europe,Tech,5135.23,143498,17068,1883,7086.6174,0.38
555,Social Media Ads,Oceania,Healthcare,20569.07,264024,14111,85,44223.5005,1.15
556,Content Marketing,South America,Education,45596.6,665258,2966,448,42404.838,-0.07
557,Content Marketing,North America,Education,40593.11,100009,14465,1765,51959.1808,0.28
558,Billboards,Europe,Automotive,11586.52,733858,5998,1893,20855.736,0.8
559,Content Marketing,Oceania,Tech,23863.78,433159,18495,1989,29591.0872,0.24
560,Billboards,Oceania,Finance,41019.44,731755,6351,708,98036.4616,1.39
561,Search Engine Ads,Asia,Automotive,4301.84,54816,5039,1322,4387.8768,0.02
562,TV Commercials,South America,Education,19982.24,14138,4106,924,43161.6384,0.725979557
563,Radio Ads,North America,Healthcare,42740.22,101176,1725,1573,70948.7652,0.66
564,Radio Ads,Africa,Education,20791,348089,11056,900,43245.28,1.08
565,Search Engine Ads,Asia,Healthcare,4803.12,800449,17374,701,6388.1496,0.33
566,Email Marketing,Europe,Automotive,27584.18,806883,6178,262,46065.5806,0.67
567,Email Marketing,Europe,Tech,43225.38,728316,9023,1159,97689.3588,1.26
568,Content Marketing,Asia,Education,29923.99,366007,4061,1210,47579.1441,0.59
569,Radio Ads,Oceania,Healthcare,12087.68,806710,18988,1070,17043.6288,0.41
570,Radio Ads,Europe,Tech,19827.74,231552,8906,419,33905.4354,0.71
571,Billboards,South America,Finance,23056.04,53764,18203,1644,46573.2008,1.02
572,TV Commercials,North America,Healthcare,29384.05,133030,13658,1643,45545.2775,0.27674102
573,Social Media Ads,South America,Automotive,38208.2,928638,6786,136,91699.68,1.4
574,Email Marketing,Europe,Finance,5844.81,859375,1687,1516,7598.253,0.3
575,Radio Ads,Africa,Finance,44592.95,629955,9903,1201,71794.6495,0.61
576,Billboards,North America,Retail,1603.18,326462,17380,601,3350.6462,1.09
577,Influencer Marketing,North America,Education,19132.56,899855,10450,303,37691.1432,1.90576267
578,Billboards,Asia,Healthcare,2343.6,376142,18916,1878,5319.972,1.27
579,Email Marketing,Asia,Finance,20255.74,70128,11554,1671,50436.7926,1.49
580,Email Marketing,Africa,Retail,26764.82,229128,15949,1376,40950.1746,0.53
581,Billboards,Oceania,Automotive,26072.39,818301,6937,1029,25811.6661,-0.01
582,Social Media Ads,North America,Tech,9115.79,243540,1549,319,7748.4215,-0.15
583,Search Engine Ads,Africa,Healthcare,32641.28,15039,5554,671,66588.2112,1.04
584,Email Marketing,Asia,Finance,3194.14,162353,9524,537,7314.5806,1.29
585,Billboards,Asia,Education,38333.43,122935,4217,549,45233.4474,0.18
586,Radio Ads,North America,Retail,47385.58,544730,8969,428,50702.5706,0.07
587,Billboards,South America,Finance,17648.67,870220,10950,453,16060.2897,-0.09
588,TV Commercials,Europe,Education,26344.73,916161,18512,694,57958.406,0.766334163
589,Search Engine Ads,Asia,Finance,19566.6,299730,14443,1591,26023.578,0.33
590,Influencer Marketing,Oceania,Healthcare,1328.81,63053,6945,849,1966.6388,0.739116943
591,Social Media Ads,Oceania,Healthcare,19907.85,191561,4724,245,32847.9525,0.65
592,Content Marketing,Asia,Healthcare,39794.29,748464,8948,1472,88741.2667,1.23
593,Influencer Marketing,South America,Automotive,30203.45,96346,16649,223,57688.5895,1.567765654
594,Search Engine Ads,South America,Automotive,5961.74,339231,13236,94,11029.219,0.85
595,Search Engine Ads,Africa,Retail,42509.83,415841,689,803,46760.813,0.1
596,Search Engine Ads,Oceania,Healthcare,27023.18,568685,19305,1777,45128.7106,0.67
597,Influencer Marketing,Africa,Education,42244.44,330815,6609,94,85333.7688,1.605200826
598,Radio Ads,Oceania,Finance,29430.85,126214,7793,1954,72105.5825,1.45
599,Search Engine Ads,Europe,Tech,28424.73,495001,9554,1522,32404.1922,0.14
600,Billboards,Europe,Education,6157.7,863329,16555,74,5049.314,-0.18
601,Influencer Marketing,North America,Automotive,9200.63,691509,11808,1679,8556.5859,-0.120105452
602,Content Marketing,Africa,Automotive,48629.24,987534,13042,672,70026.1056,0.44
603,Search Engine Ads,Asia,Education,12195.85,997410,16752,636,26708.9115,1.19
604,Billboards,Africa,Automotive,48895.15,408499,10068,73,39605.0715,-0.19
605,Radio Ads,Asia,Healthcare,27063.72,410826,2562,1376,42760.6776,0.58
606,TV Commercials,South America,Retail,7653.66,446542,9560,948,10408.9776,0.234959608
607,Radio Ads,Africa,Finance,5865.81,287068,1115,1908,5220.5709,-0.11
608,Content Marketing,South America,Retail,11234.34,647431,9375,928,17637.9138,0.57
609,Search Engine Ads,Europe,Finance,46356.23,382397,13369,1385,57018.1629,0.23
610,Content Marketing,Europe,Finance,21293.36,372441,506,1191,29810.704,0.4
611,Influencer Marketing,North America,Retail,20376.28,797301,7484,1622,40752.56,1.963837271
612,Email Marketing,Africa,Education,16347.11,893520,11368,500,27626.6159,0.69
613,Search Engine Ads,South America,Finance,8206.03,797446,17469,1691,8288.0903,0.01
614,Email Marketing,Asia,Retail,24904.71,544391,11895,1888,60518.4453,1.43
615,Billboards,Europe,Finance,7372.34,485738,4585,1496,13859.9992,0.88
616,TV Commercials,Europe,Tech,41938.53,906749,9001,1258,88070.913,0.868262619
617,Social Media Ads,Asia,Education,19149.45,436674,2718,1950,17808.9885,-0.07
618,Content Marketing,South America,Healthcare,19365.37,92409,9703,322,17041.5256,-0.12
619,Radio Ads,South America,Finance,24226.31,33248,7028,624,20107.8373,-0.17
620,TV Commercials,Africa,Tech,22762.26,492376,5468,928,25493.7312,0.070576601
621,Search Engine Ads,Africa,Healthcare,49748.04,708876,4721,1892,74622.06,0.5
622,Email Marketing,Oceania,Healthcare,27723.67,956565,14819,822,66259.5713,1.39
623,Radio Ads,Oceania,Finance,5321.88,689530,11226,949,8408.5704,0.58
624,Email Marketing,North America,Retail,30736.99,18024,7666,1499,39650.7171,0.29
625,Influencer Marketing,Europe,Finance,8427.63,485430,12406,1121,14832.6288,1.379558695
626,Email Marketing,Africa,Tech,2515.94,244864,15186,1916,2490.7806,-0.01
627,Influencer Marketing,South America,Healthcare,48566.37,882379,17487,1336,89362.1208,1.416886924
628,Billboards,Asia,Finance,38903.41,184875,18950,689,68859.0357,0.77
629,Radio Ads,South America,Retail,49025.34,946800,18423,444,105404.481,1.15
630,Radio Ads,Europe,Finance,24416.04,363973,18119,691,60551.7792,1.48
631,Social Media Ads,Oceania,Education,27080.62,889140,9990,1168,33309.1626,0.23
632,Search Engine Ads,South America,Retail,9248.51,883096,8195,1083,15445.0117,0.67
633,Influencer Marketing,North America,Tech,13098.46,421473,12819,1465,30781.381,2.296615656
634,Social Media Ads,Europe,Healthcare,42088.91,153927,10383,349,89649.3783,1.13
635,Email Marketing,Oceania,Finance,18453.1,95178,18379,356,30078.553,0.63
636,Email Marketing,Asia,Retail,41513.93,897553,14331,655,100048.5713,1.41
637,Social Media Ads,Oceania,Education,35741.67,526540,14798,1380,32167.503,-0.1
638,Radio Ads,North America,Retail,9681.38,816457,17557,658,23041.6844,1.38
639,Email Marketing,Europe,Automotive,25864.87,407674,5284,254,23019.7343,-0.11
640,Content Marketing,Asia,Education,34191.98,73610,2502,118,59152.1254,0.73
641,Billboards,North America,Tech,12516.82,605131,4995,1858,28913.8542,1.31
642,Billboards,Oceania,Healthcare,41703.74,641525,11504,1832,52129.675,0.25
643,Content Marketing,North America,Tech,27696.56,487177,15261,542,44314.496,0.6
644,Social Media Ads,Europe,Finance,9096.86,715191,9443,1123,12280.761,0.35
645,Content Marketing,Africa,Retail,29566.24,708787,10737,305,71550.3008,1.42
646,Influencer Marketing,North America,Automotive,49985.98,497025,2056,121,109969.156,2.164617542
647,Influencer Marketing,North America,Education,8375.55,664587,7123,1846,16834.8555,1.71834896
648,Social Media Ads,Oceania,Education,41021.09,441722,14162,1622,73837.962,0.8
649,Content Marketing,Oceania,Retail,11158.14,15668,14433,1210,24547.908,1.2
650,Influencer Marketing,Asia,Automotive,39337.03,232542,4007,352,57825.4341,0.87956535
651,Radio Ads,Oceania,Retail,36994.32,188267,907,1693,57711.1392,0.56
652,Content Marketing,South America,Finance,15723.98,869665,14131,110,32076.9192,1.04
653,Radio Ads,Europe,Tech,16965.33,165489,4927,1791,23921.1153,0.41
654,Influencer Marketing,Europe,Education,39833.55,354126,13799,638,36248.5305,-0.16092717
655,Billboards,Africa,Finance,23610.83,640421,4624,1637,21958.0719,-0.07
656,Influencer Marketing,Africa,Tech,36810.08,807183,15293,1434,36810.08,0
657,Radio Ads,Europe,Finance,8251.22,318362,16323,37,18812.7816,1.28
658,TV Commercials,Africa,Automotive,42775.33,923081,18768,946,68440.528,0.375872013
659,Search Engine Ads,Asia,Education,35833.35,803784,5413,1995,72025.0335,1.01
660,Email Marketing,Oceania,Retail,45440.2,744412,13698,1570,66797.094,0.47
661,Content Marketing,Europe,Retail,7486.25,98835,13158,67,9282.95,0.24
662,TV Commercials,Africa,Tech,30057.71,631781,17241,1531,41780.2169,0.284206009
663,Influencer Marketing,Europe,Healthcare,30356.91,825359,4987,306,65267.3565,2.277326908
664,Billboards,South America,Automotive,18319.58,706454,3954,143,34074.4188,0.86
665,Social Media Ads,North America,Tech,23464.85,111948,12558,1364,56080.9915,1.39
666,Influencer Marketing,Oceania,Healthcare,2861.1,195194,14636,258,5607.756,1.838253929
667,Billboards,Europe,Finance,37547.14,563781,3658,1030,66458.4378,0.77
668,Search Engine Ads,North America,Automotive,27916.8,476755,9872,559,51366.912,0.84
669,Influencer Marketing,Africa,Finance,3829.31,303851,17445,911,9190.344,2.189729577
670,Radio Ads,North America,Education,34357.04,734174,3675,1974,73524.0656,1.14
671,Social Media Ads,Oceania,Automotive,23872.32,148368,2518,1108,20052.7488,-0.16
672,Billboards,Europe,Healthcare,2688.6,166470,4298,1687,4597.506,0.71
