Name,Country,Category,Year,Area,Danger,Region,Latitude,Longitude
Heritage Site 248,China,Cultural,2020,4859.459229114435,No,Latin America and the Caribbean,60.59901510736492,173.62573460574328
Heritage Site 249,Canada,Mixed,1978,5154.351073718062,No,Africa,13.009675585167201,-26.18859144449729
Heritage Site 250,France,Cultural,1978,1389.6946009419353,No,Africa,1.8072650319273578,15.55876211468285
Heritage Site 251,France,Cultural,2017,386.1044153889387,No,Africa,-76.12904516774232,115.97264235426763
Heritage Site 252,Mexico,Cultural,2023,2359.5639940306346,No,Europe and North America,71.62469848615049,60.98884696100413
Heritage Site 253,Japan,Mixed,2006,5157.526051341908,No,Africa,20.97986261514974,-6.501176404859308
Heritage Site 254,Greece,Cultural,1999,6245.521776280001,No,Europe and North America,51.219903465338064,97.42025789152768
Heritage Site 255,Australia,Cultural,2014,5713.400008210534,No,Latin America and the Caribbean,-59.36319603955598,11.990586567891796
Heritage Site 256,Japan,Cultural,2016,7699.736797381006,No,Asia and the Pacific,78.19349704945989,2.6623566947724555
Heritage Site 257,Italy,Cultural,2008,4707.508136270133,No,Europe and North America,2.86413762957433,-127.0495878985418
Heritage Site 258,Mexico,Natural,1991,9420.011502153566,No,Africa,41.42607405930369,-127.58135047671769
Heritage Site 259,Greece,Cultural,2001,3000.9696404842052,No,Asia and the Pacific,19.90631710321182,-53.560218149313854
Heritage Site 260,Canada,Cultural,1995,8292.832284073127,No,Asia and the Pacific,43.10361764107941,51.630762332753505
Heritage Site 261,Australia,Natural,2002,8234.839566230268,No,Asia and the Pacific,-88.42176882986888,110.09451006092274
Heritage Site 262,Canada,Cultural,1991,8835.23010189554,No,Africa,16.516246727410433,-152.91700757524825
Heritage Site 263,India,Cultural,2008,6847.207485768883,No,Latin America and the Caribbean,12.22263449172263,93.09409037458664
Heritage Site 264,Egypt,Cultural,1988,7178.423639533287,No,Arab States,72.37952640940694,-98.21226470784444
Heritage Site 265,Spain,Cultural,2002,2294.155018798092,No,Europe and North America,34.364940914084656,73.5619144878348
Heritage Site 266,Egypt,Cultural,2008,4342.316363496959,No,Latin America and the Caribbean,-36.675389784626596,153.06985890253037
Heritage Site 267,China,Cultural,1999,5464.59902037808,No,Africa,82.73747073942039,166.2141041942756
Heritage Site 268,China,Cultural,2013,625.5069886055654,No,Asia and the Pacific,-74.6649458426082,60.646820377451746
Heritage Site 269,France,Cultural,1988,327.72021225060814,No,Europe and North America,53.67635067494959,-160.14421218141553
Heritage Site 270,Germany,Cultural,1988,1053.8282594850964,No,Asia and the Pacific,-0.49085440133511327,56.74477378828857
Heritage Site 271,Canada,Cultural,2005,4753.9971441530415,No,Europe and North America,80.55339621096715,43.66816739499336
Heritage Site 272,Mexico,Cultural,2009,7839.598041748346,No,Africa,-74.84951412514408,63.514498226044935
Heritage Site 273,Japan,Natural,2013,7399.7199754906605,No,Asia and the Pacific,-24.509383626238602,5.543896284459464
Heritage Site 274,Mexico,Cultural,2015,7102.34493078788,No,Europe and North America,-35.29577649840035,-79.48654276968863
Heritage Site 275,United Kingdom,Cultural,1984,,No,Africa,83.94451357366742,-7.948125879499571
Heritage Site 276,Mexico,Cultural,2022,97.06118896982865,No,Europe and North America,-86.4231868675499,105.50300731320948
Heritage Site 277,Greece,Cultural,1989,5785.212878347029,No,Latin America and the Caribbean,64.2452740338725,-11.520043361060885
Heritage Site 278,United Kingdom,Cultural,2020,3508.2032710013727,No,Africa,75.42623686571395,10.622284805695699
Heritage Site 279,Brazil,Cultural,1985,7805.35143734821,No,Latin America and the Caribbean,-24.676895252326375,-135.68331003011357
Heritage Site 280,France,Cultural,2015,,No,Europe and North America,-34.15921143073135,48.40189940210669
Heritage Site 281,Mexico,Cultural,1994,2015.6584673189548,Yes,Latin America and the Caribbean,58.85036434789214,92.80319194794725
Heritage Site 282,Italy,Cultural,2006,7068.508750371278,No,Arab States,65.00160596426073,115.9212581941207
Heritage Site 283,India,Cultural,1994,7895.433473994014,No,Latin America and the Caribbean,60.69587272816793,-74.17701699528456
Heritage Site 284,Spain,Cultural,2022,8515.804135711267,No,Latin America and the Caribbean,22.76081227149551,46.935748640928324
Heritage Site 285,South Africa,Cultural,2008,3373.4328349713523,No,Europe and North America,-87.03269679235017,103.03659030868721
Heritage Site 286,India,Natural,1994,4279.527533157726,No,Arab States,-33.553819735739054,-100.97543594854973
Heritage Site 287,China,Cultural,2001,9413.950592430669,No,Africa,-82.11071454233067,-63.68764788590089
Heritage Site 288,France,Cultural,1990,2939.926466369693,No,Latin America and the Caribbean,-12.081282191717278,-83.70401015926795
Heritage Site 289,France,Natural,1979,7787.922426348605,No,Latin America and the Caribbean,-8.288482798321425,-170.37805804562407
Heritage Site 290,Greece,Cultural,1991,1032.6131005572786,No,Latin America and the Caribbean,9.874279602705627,49.81375187040274
Heritage Site 291,South Africa,Cultural,1999,4026.469224625824,No,Arab States,-33.643449639304826,-23.095638089427524
Heritage Site 292,Spain,Cultural,1998,8824.201671676996,No,Asia and the Pacific,-23.13265538869436,-4.064743660725753
Heritage Site 293,France,Cultural,2016,1693.9158398041325,No,Latin America and the Caribbean,-58.97899208379286,-7.570390370347951
Heritage Site 294,France,Natural,1998,664.0594805021192,No,Arab States,-8.522192822844659,157.09357132778013
Heritage Site 295,Brazil,Cultural,2014,7457.739686923387,No,Europe and North America,42.40143250743665,-101.11883955918638
Heritage Site 296,Spain,Cultural,2003,1404.4649188895332,No,Arab States,-88.63193972236363,36.56141239032641
Heritage Site 297,Italy,Cultural,1998,4002.087349834787,No,Europe and North America,-35.985010833757,-101.16170620426897
Heritage Site 298,Greece,Cultural,1997,6782.096930216886,No,Africa,-70.91544998835299,-5.270508941562355
Heritage Site 299,Egypt,Cultural,2020,8741.290952898587,No,Arab States,47.384609142827145,90.79689569076902
Heritage Site 300,Japan,Cultural,1999,7522.2727016766485,No,Arab States,20.154511439013703,-24.324972791972414
Heritage Site 301,India,Cultural,1980,8068.703878124502,No,Latin America and the Caribbean,62.72675100763007,-130.19843072431564
Heritage Site 302,South Africa,Cultural,2007,9549.388681310595,No,Europe and North America,38.638903638779226,151.97983348356257
Heritage Site 303,Australia,Natural,2004,7615.492586683871,No,Europe and North America,64.30451132926783,126.1422485647031
Heritage Site 304,United Kingdom,Natural,1987,2090.466574135132,No,Latin America and the Caribbean,-66.0642863169436,-65.07713409960773
Heritage Site 305,Egypt,Cultural,2014,7273.60303914526,No,Asia and the Pacific,83.45671771871812,-59.79834168873796
Heritage Site 306,France,Cultural,2015,3642.3186869707442,No,Arab States,49.751449145934345,-70.59467236918906
Heritage Site 307,Japan,Cultural,2014,2420.1081211182964,No,Latin America and the Caribbean,26.274814900345163,159.9776036995798
Heritage Site 308,Germany,Cultural,2008,509.50739388363934,No,Latin America and the Caribbean,-31.63223201622563,65.13952764600168
Heritage Site 309,Italy,Cultural,2004,5359.247896017201,No,Africa,65.84854630668772,142.895476950157
Heritage Site 310,Brazil,Cultural,2008,,No,Europe and North America,-16.772151059211808,83.71300660642788
Heritage Site 311,India,Cultural,2002,4954.618470804622,No,Arab States,34.162674235799756,-73.5671371509331
Heritage Site 312,France,Cultural,2014,4584.833766839817,No,Latin America and the Caribbean,-48.76010177228687,76.05276107494234
Heritage Site 313,Canada,Natural,2009,6437.652819874861,No,Africa,-19.90028467124833,-172.21443535028254
Heritage Site 314,Brazil,Natural,1978,2219.6088753377444,No,Arab States,-60.8090124835537,-55.45286467687714
Heritage Site 315,Greece,Cultural,1993,8727.248621404464,No,Asia and the Pacific,-65.1077628229797,-164.4228543664279
Heritage Site 316,Canada,Cultural,1992,759.714616823516,No,Africa,13.242280800132662,72.42444541245416
Heritage Site 317,Italy,Natural,2013,8201.692293383796,No,Asia and the Pacific,-10.238943588239906,102.57380456338836
Heritage Site 318,Greece,Cultural,1982,5156.65930784933,No,Arab States,-22.365800338866592,80.7060340574804
Heritage Site 319,Japan,Cultural,2006,3641.4522595836715,No,Africa,-38.98002246210015,154.88420278647783
Heritage Site 320,Germany,Cultural,1998,5666.181300897473,No,Africa,47.61148473659429,-124.18192912896043
Heritage Site 321,France,Cultural,2012,7633.683353471096,No,Arab States,-83.32188073880705,148.32743991324543
Heritage Site 322,Egypt,Natural,1982,830.7300048307163,No,Latin America and the Caribbean,-68.74165020168076,-32.30911232737904
Heritage Site 323,South Africa,Natural,1979,4945.411238233751,No,Arab States,39.686695029419525,23.286719878344655
Heritage Site 324,Germany,Cultural,1993,7797.706669906023,No,Latin America and the Caribbean,-6.08486299569762,96.25356832666904
Heritage Site 325,United Kingdom,Cultural,1999,9361.807365188028,No,Europe and North America,-49.21761307964858,158.40049827321656
Heritage Site 326,India,Cultural,1994,7477.8377959005975,No,Asia and the Pacific,0.45880578647842185,97.80389980769621
Heritage Site 327,India,Cultural,2008,6145.638208498142,No,Asia and the Pacific,18.796275820434772,78.7726368744041
Heritage Site 328,South Africa,Cultural,2014,9417.921123070802,No,Africa,-39.668776969884014,-20.29099894187084
Heritage Site 329,Spain,Cultural,2015,7265.572743811349,No,Europe and North America,-4.297917500924129,-68.3091505009767
Heritage Site 330,France,Natural,2003,7105.158715486723,No,Arab States,12.545840413153826,-105.92298863787416
Heritage Site 331,Japan,Cultural,2023,5758.209308845007,No,Europe and North America,21.30366082641784,-160.36684055500368
Heritage Site 332,Germany,Natural,2023,3865.849530625937,No,Latin America and the Caribbean,-80.9756339998815,-121.01814890791913
Heritage Site 333,India,Cultural,1983,8894.254174702317,No,Europe and North America,-13.146740807995542,92.47115411414296
Heritage Site 334,France,Cultural,1985,3342.065034606622,No,Latin America and the Caribbean,-40.50188158164385,-84.66552406611949
Heritage Site 335,Germany,Natural,2007,2759.895940362814,No,Asia and the Pacific,63.63985661512601,47.2122645963789
Heritage Site 336,Canada,Cultural,1988,2545.621106066183,No,Arab States,53.472913668732645,47.30096950061662
Heritage Site 337,Brazil,Cultural,1996,9367.283681614706,No,Arab States,-38.60577146933421,-43.08767188162008
Heritage Site 338,Egypt,Cultural,2021,9714.29835028087,No,Arab States,-19.353218054091613,-174.90535595406067
Heritage Site 339,Brazil,Cultural,1978,2096.869686457777,No,Arab States,52.41181880307735,159.25535426547373
Heritage Site 340,Australia,Cultural,2013,6496.739652859012,No,Asia and the Pacific,-3.1947581939988083,-156.3754684642405
Heritage Site 341,Japan,Natural,1999,8447.051769612634,No,Arab States,17.538953215109245,55.02806494051271
Heritage Site 342,South Africa,Cultural,1994,4903.569126307136,No,Europe and North America,47.67755088450778,101.26127860016453
Heritage Site 343,Japan,Cultural,1981,2895.4672831784933,No,Arab States,88.41065962775878,144.4311521235541
Heritage Site 344,South Africa,Cultural,1992,6141.207917241695,No,Africa,72.36543607229967,156.69247813870015
Heritage Site 345,Spain,Cultural,1994,1982.0399298585717,No,Latin America and the Caribbean,58.64829965975386,-7.257488959893465
Heritage Site 346,Egypt,Cultural,1995,8498.889972495877,No,Africa,77.52651288942502,152.76282252075674
Heritage Site 347,China,Mixed,2009,3714.8217131457764,No,Asia and the Pacific,10.625513144439267,-14.692705189153315
Heritage Site 348,Spain,Cultural,2012,6943.227974751519,No,Latin America and the Caribbean,-79.68798843527257,49.482669434093424
Heritage Site 349,Canada,Cultural,2001,653.4269932725982,No,Europe and North America,36.254421097871614,58.52984753292591
Heritage Site 350,Spain,Cultural,2004,6727.4088941647315,No,Africa,-25.99349703219616,141.19553960319536
Heritage Site 351,Germany,Cultural,1990,9118.402099166844,No,Arab States,-34.268606972469364,177.64461962463702
Heritage Site 352,South Africa,Cultural,2020,1042.3914193136077,No,Latin America and the Caribbean,-57.967653301683946,50.56916041653594
Heritage Site 353,Egypt,Natural,1998,2716.1226405050197,No,Asia and the Pacific,-41.53655312741066,-164.10309832321954
Heritage Site 354,France,Natural,1998,9703.447205853285,No,Asia and the Pacific,-9.729843680578014,151.87635508937876
Heritage Site 355,Mexico,Cultural,1982,6954.209803029885,No,Arab States,-24.04751123310193,-173.68611423165777
Heritage Site 356,India,Cultural,1993,841.5508070695923,No,Latin America and the Caribbean,-29.975487286723045,31.386614787519164
Heritage Site 357,Greece,Cultural,2017,5502.6302609129425,No,Latin America and the Caribbean,-84.66355428957776,57.2504191581221
Heritage Site 358,India,Natural,2003,6058.672080732225,No,Asia and the Pacific,-51.01597299790912,-140.13356712929107
Heritage Site 359,China,Natural,2014,2271.7165475067623,No,Asia and the Pacific,-55.30886893362134,-172.9185418647896
Heritage Site 360,Canada,Cultural,1991,3123.568463061812,No,Latin America and the Caribbean,6.41403140933005,50.41252191091485
Heritage Site 361,France,Cultural,2020,2209.8474137384455,No,Arab States,27.604084371403474,69.20449077896762
Heritage Site 362,China,Cultural,1996,7423.6494313553185,No,Asia and the Pacific,27.093239373681755,-5.909652370052811
Heritage Site 363,Canada,Cultural,1993,1394.363023878848,No,Arab States,-77.68328154863433,129.95701881736807
Heritage Site 364,Greece,Natural,1991,7458.241749751903,No,Latin America and the Caribbean,2.3239709524097805,-123.21217095362061
Heritage Site 365,France,Cultural,1985,,No,Europe and North America,26.64127035033644,57.80375179019575
Heritage Site 366,South Africa,Natural,2013,3626.5726518896854,No,Arab States,-38.15807302304777,70.13958856359656
Heritage Site 367,Australia,Cultural,2010,864.1372401415484,No,Latin America and the Caribbean,25.02784208004924,-124.31586238085123
Heritage Site 368,United Kingdom,Cultural,2007,2044.108038398224,No,Europe and North America,57.45785714756781,-38.17655714570395
Heritage Site 369,Greece,Cultural,1999,549.9602232457238,No,Europe and North America,54.223313794223316,-143.90230780989734
Heritage Site 370,Canada,Cultural,2016,1715.8245872108682,No,Asia and the Pacific,58.43694340860466,35.46972498710258
Heritage Site 371,Japan,Cultural,1980,3251.5857133747045,No,Africa,-50.878882543179756,-162.75480982019468
Heritage Site 372,Australia,Natural,2022,5485.97794315103,No,Asia and the Pacific,5.082079070378626,105.5249063252391
Heritage Site 373,Egypt,Cultural,1983,,No,Arab States,-76.78414641011754,-163.33241383261682
Heritage Site 374,Greece,Cultural,1989,2982.1648715559622,No,Latin America and the Caribbean,-43.72227902240332,87.38397940127805
Heritage Site 375,Italy,Cultural,2005,2906.963484360817,No,Arab States,66.73461403490131,74.54584958832152
Heritage Site 376,Egypt,Cultural,2021,4737.574463764326,No,Asia and the Pacific,80.6833042434609,162.23687618338352
Heritage Site 377,India,Cultural,1981,9472.901983442865,No,Africa,41.7457415238149,93.11413524212003
Heritage Site 378,France,Cultural,2004,6224.83170526749,No,Europe and North America,-75.54218454297023,12.340091353544636
Heritage Site 379,Canada,Cultural,2016,5968.101311795013,No,Arab States,-2.5715348219894736,-154.26537744686055
Heritage Site 380,Australia,Natural,1999,4221.247424696134,No,Africa,-4.487297287401333,-121.32291192074064
Heritage Site 381,Greece,Natural,1993,9973.883076468126,No,Europe and North America,-0.7241211805115881,171.23716969006188
Heritage Site 382,China,Natural,1986,5809.308577953666,No,Africa,-53.095819372999806,160.53551091673688
Heritage Site 383,Canada,Cultural,2005,8554.493589867363,No,Asia and the Pacific,-61.28969012022563,-107.90490172101931
Heritage Site 384,France,Natural,2013,8120.020063543987,No,Latin America and the Caribbean,77.88519659858372,-95.33035019964767
Heritage Site 385,Japan,Cultural,2013,,No,Asia and the Pacific,-82.4165082972929,13.621274020480286
Heritage Site 386,France,Cultural,2003,7989.362923220774,No,Latin America and the Caribbean,-59.29552706807269,142.17037161958325
Heritage Site 387,India,Cultural,2009,1227.0638369206733,No,Asia and the Pacific,-13.948093499812757,-95.24437381609015
Heritage Site 388,China,Cultural,1987,2347.3120634206243,No,Europe and North America,60.549506402160176,-143.93996265414245
Heritage Site 389,United Kingdom,Cultural,1979,707.1651001867945,No,Arab States,-33.41194542225474,-126.79152882869293
Heritage Site 390,Canada,Cultural,2023,1302.6191535379073,No,Europe and North America,43.2240759743016,-118.05775986707842
Heritage Site 391,Brazil,Cultural,2001,6779.935824591647,No,Latin America and the Caribbean,-30.958130300770947,-83.67436985458777
Heritage Site 392,India,Natural,1986,4361.440459840498,No,Arab States,29.859728439581005,92.81760561600538
Heritage Site 393,Egypt,Natural,2012,1704.2391038790915,No,Latin America and the Caribbean,-0.6704774152202333,96.54397529087993
Heritage Site 394,Spain,Cultural,2020,234.78933006188612,No,Africa,-0.10173489038834305,-163.0664415760105
Heritage Site 395,Mexico,Cultural,2009,6557.8760265721985,No,Europe and North America,-57.69757722159167,-30.76101340433462
Heritage Site 396,Canada,Cultural,2003,4886.819825066236,No,Asia and the Pacific,-49.134395088794264,130.25101079763914
Heritage Site 397,Mexico,Cultural,2017,4194.307593924143,No,Europe and North America,72.76297100935622,71.90890205096994
Heritage Site 398,Brazil,Cultural,2001,1499.0218468054884,Yes,Asia and the Pacific,22.814958149511128,-84.89808862983894
Heritage Site 399,Japan,Cultural,2011,1536.8490172523288,No,Asia and the Pacific,-78.64908828659898,107.0582136565057
Heritage Site 400,South Africa,Cultural,2006,2726.579712418693,No,Arab States,54.158601530480695,-178.55074242293375
Heritage Site 401,Mexico,Cultural,2001,8251.422383321918,No,Europe and North America,62.55970219422599,48.87383835626687
Heritage Site 402,Spain,Natural,1979,7677.039720825578,No,Africa,85.33811796286668,-43.2768137903156
Heritage Site 403,Egypt,Cultural,1988,5266.241763761659,No,Arab States,-24.149169403248322,31.034045570695213
Heritage Site 404,Mexico,Cultural,2010,3227.2651633617397,No,Europe and North America,-64.34158726100273,-26.9929838277709
Heritage Site 405,Egypt,Cultural,2010,7751.086330563399,No,Europe and North America,-4.071393550744759,160.4318641715796
Heritage Site 406,China,Cultural,2008,1489.8768693886577,Yes,Africa,40.00798117489012,-100.81358775521099
Heritage Site 407,Egypt,Cultural,2005,8372.009780528237,No,Asia and the Pacific,-44.00953855268665,105.6485950736473
Heritage Site 408,South Africa,Cultural,2001,1490.3445477038335,No,Asia and the Pacific,-23.82864979324566,-155.84824414072264
Heritage Site 409,Mexico,Cultural,2008,1684.3230029379342,No,Latin America and the Caribbean,-75.73281433756725,89.34443720069663
Heritage Site 410,United Kingdom,Cultural,1996,3748.261504681946,Yes,Europe and North America,57.28402264096081,-128.06487238582
Heritage Site 411,Mexico,Cultural,2015,8636.999667570914,No,Latin America and the Caribbean,58.193647421062195,-13.087288584579227
Heritage Site 412,Greece,Cultural,1993,3065.076860205486,No,Arab States,71.30757593522617,-115.38302879719745
Heritage Site 413,Canada,Cultural,1983,2914.6761601469175,No,Europe and North America,-10.298409553943557,94.17854226421258
Heritage Site 414,South Africa,Natural,1981,8945.82096959995,No,Latin America and the Caribbean,75.57164702915688,43.05334721097785
Heritage Site 415,France,Cultural,1995,727.5046722616147,No,Asia and the Pacific,-15.11764548437553,-84.80635042287786
Heritage Site 416,Mexico,Cultural,2012,,No,Africa,36.60183241092007,-55.397021830183704
Heritage Site 417,China,Cultural,2011,,No,Arab States,43.928535796159025,128.10866242779122
Heritage Site 418,Mexico,Cultural,1993,8992.023289603814,No,Asia and the Pacific,76.19473105531529,147.24145213117998
Heritage Site 419,Egypt,Cultural,2017,9051.726528632797,Yes,Asia and the Pacific,-78.83166132416385,-55.354058238474764
Heritage Site 420,South Africa,Cultural,2016,4543.446583210075,No,Europe and North America,-83.70958899585288,42.98098463103963
Heritage Site 421,Italy,Cultural,2001,5708.117640224362,No,Latin America and the Caribbean,-17.759926205409784,120.05254422692752
Heritage Site 422,Japan,Cultural,1994,4172.387711483724,No,Asia and the Pacific,-72.89407267610274,97.2508377914898
Heritage Site 423,India,Cultural,1987,8588.777464136967,No,Latin America and the Caribbean,-34.672919481519045,-46.45552277300476
Heritage Site 424,India,Natural,1990,8235.459413202603,No,Asia and the Pacific,77.48141327088373,-137.6554393996147
Heritage Site 425,Brazil,Cultural,2021,9550.91913171793,No,Asia and the Pacific,44.295867385484996,49.04286095997213
Heritage Site 426,Brazil,Natural,2010,3848.9065426826783,No,Asia and the Pacific,-73.06307092511442,94.07508808683804
Heritage Site 427,Egypt,Cultural,2012,2817.343351691585,No,Latin America and the Caribbean,-40.536198705309296,-32.82521022443902
Heritage Site 428,Japan,Cultural,1979,5536.258970085821,No,Africa,-20.83455493755848,158.77247144094076
Heritage Site 429,France,Cultural,2021,8442.886794117065,No,Arab States,28.47086011893468,42.53315983411116
Heritage Site 430,Egypt,Mixed,1999,2349.201981123101,No,Europe and North America,-88.51499389603953,-141.2871277706546
Heritage Site 431,Greece,Cultural,1989,8148.408166338894,No,Arab States,-0.25603115874895366,-34.36655034251842
Heritage Site 432,China,Natural,1986,5172.071928668521,No,Arab States,-83.41914312939443,-59.187145951350615
Heritage Site 433,Spain,Cultural,1995,129.11173850008305,No,Europe and North America,6.435149727481502,86.58509424940814
Heritage Site 434,Spain,Cultural,1984,127.0594174926641,No,Arab States,-2.2671905567133734,45.79918821756053
Heritage Site 435,United Kingdom,Cultural,2022,9338.492311614611,No,Asia and the Pacific,83.61231503012604,123.02844363952238
Heritage Site 436,Canada,Cultural,1985,6529.97331880661,Yes,Asia and the Pacific,-83.38956249908804,143.5624063265568
Heritage Site 437,Mexico,Natural,1990,4883.585946994166,No,Asia and the Pacific,22.90033579064074,-120.78303046900044
Heritage Site 438,India,Cultural,2005,3461.8026885181002,No,Asia and the Pacific,31.417323629225805,87.85862615662381
Heritage Site 439,South Africa,Cultural,2009,2557.221061177514,No,Latin America and the Caribbean,40.77030730130312,-142.1338965830384
Heritage Site 440,Canada,Cultural,2002,4716.667014196491,No,Arab States,-89.64458790709048,44.118404525441605
Heritage Site 441,Canada,Cultural,1986,7761.911276295721,No,Africa,31.584554479417037,71.20254035290318
Heritage Site 442,Brazil,Natural,2007,4785.295575522395,No,Arab States,-75.11551048309718,106.6904689289741
Heritage Site 443,Italy,Cultural,1981,2240.5773852364164,No,Latin America and the Caribbean,-40.21504074581421,18.487599181593907
Heritage Site 444,Egypt,Cultural,2012,4075.5188216279807,No,Asia and the Pacific,-30.974771323220317,8.496397481734817
Heritage Site 445,Mexico,Cultural,2012,3767.557398582103,No,Latin America and the Caribbean,-34.01434273058447,-38.94930302136089
Heritage Site 446,France,Cultural,2005,3678.769607809573,No,Europe and North America,-74.47205462817246,-11.85480891575898
Heritage Site 447,United Kingdom,Cultural,2021,8019.429606867234,No,Asia and the Pacific,-8.697198344663121,74.88788340609591
Heritage Site 448,Brazil,Natural,1994,7002.094469734188,No,Latin America and the Caribbean,1.117033032323846,-117.82989480592306
Heritage Site 449,Japan,Cultural,1984,6922.319135862286,No,Asia and the Pacific,20.641907328377584,-155.92128274358197
Heritage Site 450,France,Natural,2009,,No,Africa,-68.45966103391608,65.93998601376381
Heritage Site 451,Brazil,Cultural,1990,949.333527413071,No,Latin America and the Caribbean,-41.47519116872448,-43.67757005994662
Heritage Site 452,Australia,Cultural,1991,4865.724438545345,No,Asia and the Pacific,-19.460809775888052,122.56939416084049
Heritage Site 453,Canada,Natural,1981,3025.1421404652833,No,Asia and the Pacific,18.798702766766056,-105.66012357184343
Heritage Site 454,United Kingdom,Cultural,2022,6245.088671396485,No,Europe and North America,27.486102193303324,-163.07879649157726
Heritage Site 455,Germany,Natural,2004,2111.4579552868067,No,Latin America and the Caribbean,-6.192373857522611,-171.50793103247503
Heritage Site 456,Japan,Natural,1994,8115.165714170846,No,Europe and North America,22.023680596982146,162.72291826046956
Heritage Site 457,Canada,Cultural,1998,2314.187845840015,No,Africa,38.61624694350661,-146.48833681777572
Heritage Site 458,United Kingdom,Natural,1985,3086.112460445779,No,Latin America and the Caribbean,-9.094187088314385,-112.41868348365462
Heritage Site 459,China,Natural,2014,1645.4036195962303,No,Latin America and the Caribbean,-24.876001770669404,-39.615216200540885
Heritage Site 460,Germany,Cultural,2010,4532.768682674918,No,Europe and North America,62.680086835379655,-19.100770004609473
Heritage Site 461,Brazil,Cultural,2012,8095.731814963602,No,Asia and the Pacific,71.00109146738501,64.48684930737144
Heritage Site 462,Japan,Cultural,1992,3842.711996141797,No,Asia and the Pacific,18.921165522854693,150.71279912205853
Heritage Site 463,Mexico,Natural,2020,8719.745779820676,No,Europe and North America,-14.925535889691758,65.29295542364292
Heritage Site 464,South Africa,Cultural,2007,5371.529983310185,Yes,Europe and North America,74.188049582096,58.27076989610296
Heritage Site 465,South Africa,Cultural,1986,4047.591177961671,No,Africa,24.843865776612148,175.9275036431007
Heritage Site 466,Italy,Cultural,1982,8238.788769479954,No,Africa,60.344554009647396,57.906362268399846
Heritage Site 467,Greece,Cultural,1994,7272.4531411272455,No,Europe and North America,-33.19035515283703,44.66559558261531
Heritage Site 468,Greece,Cultural,1985,6901.020853580796,No,Asia and the Pacific,41.611738648936665,158.24302994004006
Heritage Site 469,Egypt,Cultural,1994,1594.2834143575947,No,Arab States,-49.72871393628791,72.35345672091023
Heritage Site 470,United Kingdom,Cultural,1999,2832.2814961995473,No,Asia and the Pacific,11.769685342138317,52.8265635072847
Heritage Site 471,South Africa,Cultural,1998,7086.257580289717,No,Latin America and the Caribbean,-85.83172393984826,-97.10438026241957
Heritage Site 472,South Africa,Cultural,2011,575.233607794808,No,Europe and North America,-85.12430154897869,-113.8288366422595
Heritage Site 473,Australia,Cultural,1992,1699.154275100091,No,Latin America and the Caribbean,-23.617443219748523,172.1163232307311
Heritage Site 474,Japan,Natural,1988,,No,Latin America and the Caribbean,44.96726553442758,-141.18532587775573
Heritage Site 475,India,Natural,1978,4290.286091338302,No,Latin America and the Caribbean,-48.869182031711574,-157.7478294684096
Heritage Site 476,Spain,Cultural,1987,718.4516227710731,No,Latin America and the Caribbean,-6.8197524187700935,-2.9166681194942043
Heritage Site 477,India,Natural,1989,9550.992002706686,No,Latin America and the Caribbean,-69.34072380036629,-166.6902288027847
Heritage Site 478,South Africa,Cultural,2000,1198.95926548025,No,Asia and the Pacific,44.815275734316685,-78.44492557902414
Heritage Site 479,Japan,Natural,2021,1867.102307042262,Yes,Latin America and the Caribbean,-60.927330222585425,-64.85685749793085
Heritage Site 480,Japan,Natural,1989,1220.9223074394195,No,Europe and North America,0.9706614262800883,4.719936207343238
Heritage Site 481,South Africa,Cultural,2009,6331.855308142519,Yes,Europe and North America,66.95832196870779,104.79264696893654
Heritage Site 482,Canada,Natural,1996,3816.775279583561,No,Arab States,-47.37090187615014,-90.09299744128737
Heritage Site 483,Japan,Cultural,1996,3733.3530008287753,No,Arab States,-44.720793187387976,66.50760608064155
Heritage Site 484,Italy,Cultural,1995,3963.7770395620337,No,Arab States,19.134288985097143,165.02114891431359
Heritage Site 485,Mexico,Cultural,2018,2237.8600084157947,No,Arab States,-2.239300276467418,-162.42850004167482
Heritage Site 486,Australia,Natural,2009,3326.5722949765386,No,Latin America and the Caribbean,-57.76737354321267,113.71424874794974
Heritage Site 487,Brazil,Cultural,1981,3138.9442554018474,No,Arab States,73.24609368130308,147.57222234271893
Heritage Site 488,Egypt,Natural,2018,2002.1264733875717,No,Latin America and the Caribbean,39.62264381005582,68.26045535709022
Heritage Site 489,Spain,Mixed,2018,5109.436266063053,No,Latin America and the Caribbean,1.260942815223956,-73.99566039822757
Heritage Site 490,France,Cultural,1980,7040.8394008581035,No,Asia and the Pacific,34.00381206639847,143.60108470506316
Heritage Site 491,Germany,Cultural,1978,7231.100106131768,No,Europe and North America,-29.466432688645448,-166.13000076764166
Heritage Site 492,India,Cultural,2021,212.46129981510074,No,Europe and North America,-8.79423795359071,-134.77125215184458
Heritage Site 493,India,Cultural,1997,4977.721692372047,No,Europe and North America,-75.89724603864508,114.02657758443729
Heritage Site 494,China,Cultural,2004,8101.70870047051,No,Africa,-67.32680127495877,86.22948794982784
Heritage Site 495,Canada,Cultural,2001,3319.7321075039454,No,Africa,-50.75790302366543,34.30588020721319
Heritage Site 496,Brazil,Natural,1982,,No,Arab States,-55.320909397090155,-114.25918840209877
Heritage Site 497,Australia,Natural,1997,4975.4447870695385,No,Asia and the Pacific,-20.499343362217672,24.25119518730739
